record_type	id	family	first_date	last_date	file_count	raw_log_count	result_count	prereg_count	artifact_file_count	source_count	measurement_class	current_status	evidence_or_result	canonical_reference	notes
experiment	DJ	D	2026-08-31	2026-08-31	55	0	2	2	22	16	미측정/부분 미측정	비교 wrapper 포함; 정확한 dispatcher-free B8 footprint는 미측정	A0/B8 모두 10,360/7,848/7,784/11,448 B, guard 0; 2단계 retained 코드 상계 922 B·상태 4 B	measure-harness/2026-08-31_expDJ_final_same_elf_results.md	
experiment	G2	G	2026-08-20	2026-08-20	1	0	0	0	0	1	대장 참조	현행 T4는 같은 빌드 12.124%를 사용	베이스 3→2 비용 0, 양보 세금 약 12.1%	slothy-2stream/mve_keccak.py	
experiment	K1	K	2026-08-16	2026-08-16	0	0	0	0	0	0	대장 참조	`역사→대체`	X25519 357,484 cyc, Keccak 5,526 cyc; Unicorn 366,934/9,162 inst; IPC 1.03/1.66 | X25519 cycle은 후속 정본 357,474로 교체; Keccak 5,526 유지		
experiment	K2	K	2026-08-16	2026-08-16	0	0	0	0	0	0	대장 참조	`역사→대체`	X25519 357,484 cyc, Keccak 5,526 cyc; Unicorn 366,934/9,162 inst; IPC 1.03/1.66 | X25519 cycle은 후속 정본 357,474로 교체; Keccak 5,526 유지		
experiment	K3	K	2026-08-16	2026-08-16	0	0	0	0	0	0	실보드/직접 측정	`역사·실보드`	ML-KEM kg/enc/dec 436,112/446,860/497,580; combiner 7,648; 상한 26.5/21.3/24.3% | ITCM 재측정·분모 교정으로 교체		
experiment	K4	K	2026-08-16	2026-08-16	0	0	0	0	0	0	실보드/직접 측정	`역사·실보드`	ML-KEM kg/enc/dec 436,112/446,860/497,580; combiner 7,648; 상한 26.5/21.3/24.3% | ITCM 재측정·분모 교정으로 교체		
experiment	M4	M	2026-08-17	2026-08-20	0	0	0	0	0	0	대장 참조	종단간 7.7/5.5/7.2%는 `파생`; 직접 E2E 아님	4:1 2,008→1,772, 8:1 3,256→3,010		
experiment	N2	N	2026-08-17	2026-08-20	0	0	0	0	0	0	대장 참조	`121×2=242` 완전 귀속과 853 하한은 expQ로 철회	2:1 ldr/rot 수용, str 차단; lsmix 612		
experiment	Z1	Z	2026-08-21	2026-08-21	11	5	1	1	0	4	대장 참조	귀속량이며 제거 가능량이 아님; 한 파일명 아래 두 단계를 별도 보존	Z1은 X+Y 동시 보존, Z2는 staged profiler로 C8/C9 귀속	measure-harness/2026-08-21_expZ_results.md	
experiment	Z2	Z	2026-08-21	2026-08-21	11	5	1	1	0	4	대장 참조	귀속량이며 제거 가능량이 아님; 한 파일명 아래 두 단계를 별도 보존	Z1은 X+Y 동시 보존, Z2는 staged profiler로 C8/C9 귀속	measure-harness/2026-08-21_expZ_results.md	
experiment	AE2	A	2026-08-24	2026-08-24	4	2	1	0	0	0	대장 참조	code-flash U8 배치 비용이 섞인 역사값; AF가 교체	dispatcher를 제거한 직접 재측정도 −4.14/−19.78~−19.81/−3.99%	measure-harness/2026-08-24_expAE2_results.md	
experiment	AK1	A	2026-08-24	2026-08-24	12	4	1	0	7	0	종료/실패 판정	AK1 기각, AK2 미채택, C9 v1 유지	AK1: scatter v2가 encaps/decaps 약 1.0~1.3 kcyc 회귀. AK2: ITCM 변화가 유효 기준 1,000 cyc 미달	measure-harness/2026-08-24_expAK_results.md	
experiment	AK2	A	2026-08-24	2026-08-24	12	4	1	0	7	0	종료/실패 판정	AK1 기각, AK2 미채택, C9 v1 유지	AK1: scatter v2가 encaps/decaps 약 1.0~1.3 kcyc 회귀. AK2: ITCM 변화가 유효 기준 1,000 cyc 미달	measure-harness/2026-08-24_expAK_results.md	
experiment	AM0	A	2026-08-25	2026-08-25	1	0	0	0	0	0	실보드/직접 측정	`호스트·정적`; mul-only 15%→E2E 10~12% 산술을 6.1%로 사전 정정	X25519 MVE whole-ladder 정적 설계, expAL 빌드 기준선 동결; 신규 보드 측정 없음	measure-harness/2026-08-25_expAM_x25519_mve_design.md	
experiment	AM1	A	2026-08-25	2026-08-25	13	2	1	1	8	1	종료/실패 판정	성능 기각; whole-ladder 미착수	MVE field-mul 정확성 전 게이트 PASS, 의존 체인 −102.62%	measure-harness/2026-08-25_expAM1_results.md	
experiment	AT0	A	2026-08-25	2026-08-25	1	0	1	0	0	0	실보드/직접 측정	X06 선행 단가; 투영은 실측 아님	constant-time lookup: scalar 추정과 MVE 6~8× 가설 모두 반증	measure-harness/2026-08-25_expAT0_results.md	
experiment	AT1	A	2026-08-25	2026-08-25	1	0	1	0	0	0	실보드/직접 측정	`호스트`; 보드 성능은 AU 이후	comb 표 생성·RFC/독립 구현 호스트 검증, 86 window 확정	measure-harness/2026-08-25_expAT1_results.md	
experiment	AT2	A	2026-08-26	2026-08-26	1	0	1	0	0	0	종료/실패 판정	실패. `harvest_ra8m1_expAU514.py`의 `514`는 `SLOT_N`이고 별도 AU514 실험이 아님	fixed-base A/B +13.30%, 사전 gate 25% 미달	measure-harness/2026-08-26_expAU_AT2_results.md	
experiment	AT3	A	2026-08-26	2026-08-26	1	0	1	0	0	0	대장 참조	PASS, 채택 가능	full X-Wing X06 통합	measure-harness/2026-08-26_expAW_AT3_results.md	
experiment	AM1B	A	2026-08-25	2026-08-25	16	2	1	0	12	1	미측정/부분 미측정	AM1 기각 불변	sqr·로드재사용·표현변환·`vmlaldava` 미측정 항목 폐합	measure-harness/2026-08-25_expAM1b_results.md	
candidate	K01	K			0	0	0	0	0	0	미측정/부분 미측정	`부분 채택·추가분 미측정`	X forward NTT baseline	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	K02	K			0	0	0	0	0	0	미측정/부분 미측정	`부분 채택·추가분 미측정`	Y inverse NTT baseline	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	K03	K			0	0	0	0	0	0	미측정/부분 미측정	`부분 실측·부분 미측정`	layer merge 조합 전체를 같은 gate로 전수 측정한 것은 아님	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	K04	K			0	0	0	0	0	0	미측정/부분 미측정	`미측정`	low-overhead loop·unroll·정렬	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	K05	K			0	0	0	0	0	0	미측정/부분 미측정	`미측정`	twiddle load/preload	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	K06	K			0	0	0	0	0	0	미측정/부분 미측정	`부분 채택`	C8 current-order/no-transpose; 다른 consumer 확대는 미측정	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	K07	K			0	0	0	0	0	0	호스트·정적·파생	`정적 상한·종료`	BP, 평균 ≤1.12%; 출력 바이트 동일 증명 위험	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	K08	K			0	0	0	0	0	0	미측정/부분 미측정	`미측정`	decompress→NTT 융합	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	K09	K			0	0	0	0	0	0	미측정/부분 미측정	`미측정`	inverse NTT→compress/compare 융합	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	K10	K			0	0	0	0	0	0	미측정/부분 미측정	`미측정`	K=3 NTT lockstep/SoA	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	K11	K			0	0	0	0	0	0	미측정/부분 미측정	`baseline·추가분 미측정`	improved Plantard 계약은 현행, range 재조정은 미측정	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	K12	K			0	0	0	0	0	0	미측정/부분 미측정	`미측정`	Montgomery·Barrett M85 재경쟁	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	K13	K			0	0	0	0	0	0	미측정/부분 미측정	`기존 구조·추가분 미측정`	basemul chain 재스케줄	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	K14	K			0	0	0	0	0	0	실보드/직접 측정	`실보드·해당 접근 종료`	BR/BX, rejection 분기 9 basic block; 회수 평균 0.20%	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	K15	K			0	0	0	0	0	0	실보드/직접 측정	`실보드·해당 접근 종료`	K14와 같은 BR/BX 재정렬 접근	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	K16	K			0	0	0	0	0	0	미측정/부분 미측정	`미측정`	세 matrix row/column lockstep	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	K17	K			0	0	0	0	0	0	미측정/부분 미측정	`API 조건부·미측정`	expanded matrix cache	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	K18	K			0	0	0	0	0	0	미측정/부분 미측정	`API 조건부·미측정`	decoded/ordered `t_hat` cache	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	K19	K			0	0	0	0	0	0	실보드/직접 측정	`실측 회계·종료`	BE, IPC 1.66·여지 4.6%	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	K20	K			0	0	0	0	0	0	실보드/직접 측정	`실보드·종료`	BT MVE 2-way Keccak	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	K21	K			0	0	0	0	0	0	실보드/직접 측정	`실보드·종료`	BS matrix-XOF x4 회귀	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	K22	K			0	0	0	0	0	0	실보드/직접 측정	`실보드·종료`	BF/BG gate 2회 미달	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	K23	K			0	0	0	0	0	0	미측정/부분 미측정	`분모 실측·후보 미측정`	AQ의 squeeze 배관 993 cyc; 전용 경로 자체는 미측정	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	K24	K			0	0	0	0	0	0	실보드/직접 측정	`실측 회계·종료`	BJ/BK, 배관의 93.2%가 남아야 할 bit-interleave extract	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	K25	K			0	0	0	0	0	0	실보드/직접 측정	`실보드·채택 baseline`	AJ C9 v1	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	K26	K			0	0	0	0	0	0	미측정/부분 미측정	`부분 실측·나머지 미측정`	AK1 scatter v2 실패; contiguous word-level 새 설계는 미측정	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	K27	K			0	0	0	0	0	0	미측정/부분 미측정	`부분 현행·확대 미측정`	일부 consumer fusion 존재	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	K28	K			0	0	0	0	0	0	호스트·정적·파생	`정적 상한·종료`	BP, 평균 ≤0.46%	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	K29	K			0	0	0	0	0	0	종료/실패 판정	`표적 오류·종료`	계산 제거가 아니라 병행 문제여서 W 계열로 귀속	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	K30	K			0	0	0	0	0	0	실보드/직접 측정	`실측 상한·종료`	AP, verify/cmov 262 cyc = 0.03%	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	K31	K			0	0	0	0	0	0	실보드/직접 측정	`실보드·채택`	BH libc word loop	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	K32	K			0	0	0	0	0	0	실보드/직접 측정	`실보드·종료`	BK micro +17.57%, 사전 gate 미달	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	T01	T			0	0	0	0	0	0	미측정/부분 미측정	`설계 원칙`	MVE와 `+nomve` build 분리 필요; M55/M52 성능은 미측정	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	T02	T			0	0	0	0	0	0	실보드/직접 측정	`부분 실측`	flash/ITCM 배치는 측정, P-NOCACHE까지 같은 실험으로 전수 비교하지 않음	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	T03	T			0	0	0	0	0	0	미측정/부분 미측정	`미측정`	DTCM 4-bank operand/stack 배치	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	T04	T			0	0	0	0	0	0	미측정/부분 미측정	`근거 있음·효과 미측정`	Helium loop 32-bit 정렬	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	T05	T			0	0	0	0	0	0	미측정/부분 미측정	`부분 실측`	AM1 load 비중첩; 다른 조합/full은 미측정	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	T06	T			0	0	0	0	0	0	미측정/부분 미측정	`부분 실보드 성공`	AG 두-stream SLOTHY; 다른 kernel/full DAG 미측정	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	T07	T			0	0	0	0	0	0	미측정/부분 미측정	`배치 민감성만 확인`	AF 등; speed/size codegen 공동 탐색 미측정	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	T08	T			0	0	0	0	0	0	실보드/직접 측정	`현행 방법론`	기능 검증과 실보드 cycle 분리 적용	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	T09	T			0	0	0	0	0	0	미측정/부분 미측정	`미측정·별도 트랙`	CDE/ACI custom instruction	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	W01	W			0	0	0	0	0	0	미측정/부분 미측정	`미측정`	operation-level 전체 DAG scheduler	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	W02	W			0	0	0	0	0	0	미측정/부분 미측정	`미측정`	keygen/cold DAG 병행	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	W03	W			0	0	0	0	0	0	미측정/부분 미측정	`미측정`	fixed/variable X25519×ML-KEM 3-job	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	W04	W			0	0	0	0	0	0	미측정/부분 미측정	`미측정`	ML-KEM decaps×X25519, cold DAG 포함	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	W05	W			0	0	0	0	0	0	실보드/직접 측정	`실보드·종료`	CG/CH/CI, 정확하지만 순차보다 느림	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	W06	W			0	0	0	0	0	0	미측정/부분 미측정	`미측정`	X25519×C9/packing 교차	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	W07	W			0	0	0	0	0	0	실보드/직접 측정	`실보드·종료`	U/AF/CV/CZ	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	W08	W			0	0	0	0	0	0	미측정/부분 미측정	`미측정`	두 X25519 공동 ladder API	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	W09	W			0	0	0	0	0	0	미측정/부분 미측정	`조건부·미측정`	zero-safe batch inversion	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	W10	W			0	0	0	0	0	0	호스트·정적·파생	`정적 상한·종료`	BP, 평균 0.194%	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	W11	W			0	0	0	0	0	0	실보드/직접 측정	`실측 상한·종료`	AN combiner 2,531~2,537 cyc	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	W12	W			0	0	0	0	0	0	실보드/직접 측정	`실측 상한·종료`	W11과 동일 분모	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	W13	W			0	0	0	0	0	0	미측정/부분 미측정	`미측정`	32→96 B key-expansion 전용 경로	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	W14	W			0	0	0	0	0	0	종료/실패 판정	`워크로드 분리·최적화 후보 종료`	BU가 cold/warm을 각각 측정; 같은 latency로 합치지 않음	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	W15	W			0	0	0	0	0	0	미측정/부분 미측정	`미측정`	`rkprf` 병행	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	W16	W			0	0	0	0	0	0	미측정/부분 미측정	`최상위 종료·내부 미측정`	AN top-level glue 25~32 cyc; 내부 arena는 별도 미측정	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	W17	W			0	0	0	0	0	0	미측정/부분 미측정	`미측정`	operation별 ITCM overlay	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	W18	W			0	0	0	0	0	0	미측정/부분 미측정	`부분 방법론 성공·full 미측정`	AG 두-stream만 성공	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	W19	W			0	0	0	0	0	0	미측정/부분 미측정	`미측정·별도 지표`	multi-request throughput backend	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	W20	W			0	0	0	0	0	0	미측정/부분 미측정	`cycle 외 미측정`	speed/size/stack/energy profile	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	X01	X			0	0	0	0	0	0	실보드/직접 측정	`실보드·채택`	BD 1차 gate 실패 뒤 BM/BN의 다른 재스케줄을 full X-Wing에서 채택	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	X02	X			0	0	0	0	0	0	실보드/직접 측정	`실보드·채택`	BB/BC	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	X03	X			0	0	0	0	0	0	미측정/부분 미측정	`정적 상한·종료`	BQ가 BP의 잘못된 27.7~35.4% 상한을 평균 0.8%로 정정; 융합 커널 자체는 미측정	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	X04	X			0	0	0	0	0	0	미측정/부분 미측정	`미측정`	xDBLADD pair schedule. BQ가 X03/X05는 닫았지만 X04 ID를 직접 시험·종료하지는 않음	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	X05	X			0	0	0	0	0	0	호스트·정적·파생	`정적 상한·종료`	X03으로 흡수, BQ에서 함께 종료	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	X06	X			0	0	0	0	0	0	실보드/직접 측정	`실보드·채택`	AX full X-Wing	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	X07	X			0	0	0	0	0	0	미측정/부분 미측정	`미측정`	두 scalar lockstep	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	X08	X			0	0	0	0	0	0	호스트·정적·파생	`정적·종료`	AM0의 `vmlaldava` 단일 누산기 제약으로 B2 두-job 설계 기각	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	X09	X			0	0	0	0	0	0	미측정/부분 미측정	`부분 실측·부분 미측정`	AM1 10×25/26 one-job 실패, 8×32·16-bit 정적 기각, radix-2^29 미측정	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	X10	X			0	0	0	0	0	0	미측정/부분 미측정	`조건부·미측정`	inversion 재스케줄·zero-safe batch	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	X11	X			0	0	0	0	0	0	미측정/부분 미측정	`상한 실측·내부 미측정`	AS에서 ladder 잔여 상한만 측정; cswap/loop 세분은 미측정	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
candidate	X12	X			0	0	0	0	0	0	미측정/부분 미측정	`방법론만 확인`	AG SLOTHY 방법은 성공, X25519 대상 schedule·ITCM 공동설계는 미측정	paper/데이터_누적_검증대장.md §2.2	후보 ID; 독립 실험 파일이 없어도 계보에 포함
